id,domain,concept,definition_query,application_query,expected_answer
1880,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1881,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1882,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1883,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1884,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1885,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1886,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
1887,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
1888,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
1889,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
1890,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1891,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1892,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
1893,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1894,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
1895,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
1896,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1897,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1898,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
1899,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1900,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
1901,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
1902,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1903,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
1904,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
1905,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
1906,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1907,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
1908,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
1909,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
1910,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
1911,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1912,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
1913,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1914,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
1915,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
1916,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
1917,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
1918,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
1919,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1920,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
1921,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1922,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1923,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
1924,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
1925,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1926,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
1927,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
1928,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
1929,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
1930,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
1931,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
1932,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
1933,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
1934,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
1935,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
1936,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
1937,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
1938,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
1939,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
1940,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
1941,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
1942,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
1943,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
1944,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
1945,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
1946,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1947,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1948,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1949,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
1950,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
1951,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
1952,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
1953,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
1954,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
1955,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
1956,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
1957,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
1958,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
1959,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1960,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1961,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
1962,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
1963,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
1964,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
1965,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
1966,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
1967,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
1968,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1969,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
1970,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
1971,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
1972,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1973,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
1974,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1975,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1976,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1977,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1978,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1979,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1980,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
1981,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
1982,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
1983,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1984,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
1985,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
1986,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
1987,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1988,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
1989,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
1990,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
1991,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1992,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1993,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
1994,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1995,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
1996,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1997,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1998,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
1999,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2000,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2001,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2002,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
2003,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2004,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2005,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2006,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2007,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2008,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
2009,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2010,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2011,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2012,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
2013,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2014,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2015,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2016,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2017,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2018,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2019,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2020,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2021,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
2022,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2023,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2024,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2025,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2026,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2027,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2028,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2029,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2030,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2031,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2032,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2033,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2034,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2035,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2036,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2037,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2038,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2039,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2040,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2041,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2042,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2043,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2044,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2045,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2046,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2047,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
2048,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2049,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2050,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2051,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
2052,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2053,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
2054,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
2055,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2056,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2057,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2058,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2059,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2060,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2061,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2062,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2063,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2064,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2065,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2066,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2067,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2068,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2069,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2070,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2071,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
2072,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
2073,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
2074,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2075,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
2076,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2077,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2078,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2079,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2080,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2081,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
2082,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2083,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2084,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
2085,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2086,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2087,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
2088,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
